iter	Passed	Remaining
949	10198	536
950	10208	526
951	10218	515
952	10229	504
953	10240	493
954	10249	482
955	10260	472
956	10269	461
957	10278	450
958	10290	439
959	10299	429
960	10309	418
961	10319	407
962	10328	396
963	10338	386
964	10346	375
965	10356	364
966	10368	353
967	10380	343
968	10390	332
969	10400	321
970	10408	310
971	10418	300
972	10426	289
973	10437	278
974	10447	267
975	10457	257
976	10466	246
977	10475	235
978	10484	224
979	10493	214
980	10504	203
981	10513	192
982	10522	181
983	10532	171
984	10541	160
985	10551	149
986	10561	139
987	10572	128
988	10583	117
989	10592	106
990	10602	96
991	10613	85
992	10622	74
993	10633	64
994	10642	53
995	10654	42
996	10666	32
997	10679	21
998	10689	10
999	10701	0
